pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,fielder_2,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp,bat_speed,swing_length,estimated_slg_using_speedangle,delta_pitcher_run_exp,hyper_speed,home_score_diff,bat_score_diff,home_win_exp,bat_win_exp,age_pit_legacy,age_bat_legacy,age_pit,age_bat,n_thruorder_pitcher,n_priorpa_thisgame_player_at_bat,pitcher_days_since_prev_game,batter_days_since_prev_game,pitcher_days_until_next_game,batter_days_until_next_game,api_break_z_with_gravity,api_break_x_arm,api_break_x_batter_in,arm_angle
SL,2023-09-27,87.0,-1.46,5.36,"Doval, Camilo",643265,666808,,ball,,,,,14.0,Garrett Cooper doubles (18) on a sharp ground ball to left fielder Michael Conforto.,R,R,R,SF,SD,B,,,0,1,2023,0.22,0.17,0.37,1.01,,,,1,9,Top,,,,,,,3.9415545487109194,-126.60208807618302,-4.599370946545993,1.563683362951797,25.464252506391595,-29.657920860019725,3.56,1.76,,,,87.0,2559.0,6.3,716426,672275,664774,642731,527038,682617,624424,666149,573262,54.24,,,,,,,,66,2,Slider,2,2,2,2,2,2,2,2,Standard,Standard,71.0,0.0,0.03,,,,-0.03,,0,0,0.558,0.442,25,32,26,33,1,3,3.0,1.0,3.0,2.0,2.84,-0.22,-0.22,18.6
FC,2023-09-27,100.2,-1.71,5.31,"Doval, Camilo",643265,666808,,called_strike,,,,,2.0,Garrett Cooper doubles (18) on a sharp ground ball to left fielder Michael Conforto.,R,R,R,SF,SD,S,,,0,0,2023,-0.61,1.16,0.21,3.46,,,,1,9,Top,,,,,,,6.8248279390096975,-145.75213324429168,-2.5026125997678115,-10.324631572744211,35.69807192595202,-15.238639058812534,3.45,1.62,,,,101.1,2358.0,6.9,716426,672275,664774,642731,527038,682617,624424,666149,573262,53.6,,,,,,,,66,1,Cutter,2,2,2,2,2,2,2,2,Standard,Standard,235.0,0.0,-0.041,,,,0.041,,0,0,0.558,0.442,25,32,26,33,1,3,3.0,1.0,3.0,2.0,1.12,0.61,0.61,15.6
SI,2023-09-27,97.9,-1.58,5.34,"Doval, Camilo",673490,666808,field_out,hit_into_play,,,,,9.0,Ha-Seong Kim flies out to right fielder Mike Yastrzemski in foul territory.,R,R,R,SF,SD,X,9.0,fly_ball,0,1,2023,-1.03,0.14,0.31,2.04,,,,0,9,Top,189.94,140.98,,,,,7.506238872563491,-142.4432635095298,-3.806168858279624,-15.628176034209329,29.540063495458455,-29.69062694105036,3.39,1.58,215.0,75.4,44.0,98.8,2338.0,6.6,716426,672275,664774,642731,527038,682617,624424,666149,573262,53.91,0.163,0.169,0.0,1.0,0.0,0.0,3.0,65,2,Sinker,2,2,2,2,2,2,2,2,Standard,Standard,232.0,0.058,-0.223,66.4,6.8,0.213,0.223,88.0,0,0,0.5,0.5,25,27,26,28,1,3,3.0,1.0,3.0,2.0,2.22,1.03,1.03,13.1
SI,2023-09-27,96.7,-1.81,5.32,"Doval, Camilo",673490,666808,,called_strike,,,,,9.0,Ha-Seong Kim flies out to right fielder Mike Yastrzemski in foul territory.,R,R,R,SF,SD,S,,,0,0,2023,-1.1,-0.03,0.52,1.54,,,,0,9,Top,,,,,,,8.753741105827233,-140.62244735350555,-4.488432791501723,-16.501155530570955,29.481962616597237,-31.77815473931708,3.31,1.58,,,,97.3,2318.0,6.5,716426,672275,664774,642731,527038,682617,624424,666149,573262,54.02,,,,,,,,65,1,Sinker,2,2,2,2,2,2,2,2,Strategic,Standard,232.0,0.0,-0.042,,,,0.042,,0,0,0.5,0.5,25,27,26,28,1,3,3.0,1.0,3.0,2.0,2.45,1.1,1.1,15.3
FC,2023-09-24,100.3,-1.67,5.38,"Doval, Camilo",621035,666808,single,hit_into_play,,,,,6.0,Chris Taylor singles on a sharp line drive to right fielder Austin Slater.   Amed Rosario scores.,R,R,R,LAD,SF,X,9.0,line_drive,0,1,2023,-0.99,1.17,0.66,2.35,642708.0,,,1,10,Bot,176.62,70.77,,,,,8.79754742595863,-145.7400754969756,-5.791790174268883,-16.20881407537084,34.10288980863021,-14.299564258115474,3.51,1.66,287.0,104.6,15.0,100.4,2554.0,6.4,716439,666165,664774,642731,605204,682617,571745,666149,596103,54.1,0.694,0.776,0.9,1.0,1.0,0.0,5.0,76,2,Cutter,2,2,2,2,2,3,3,2,Strategic,Strategic,234.0,0.17,0.504,66.9,7.2,1.122,-0.504,104.6,0,0,0.83,0.83,25,32,26,33,1,3,2.0,2.0,3.0,2.0,1.1,0.99,0.99,16.0
SL,2023-09-24,86.8,-1.71,5.31,"Doval, Camilo",621035,666808,,swinging_strike,,,,,14.0,Chris Taylor singles on a sharp line drive to right fielder Austin Slater.   Amed Rosario scores.,R,R,R,LAD,SF,S,,,0,0,2023,0.29,0.26,1.12,1.85,642708.0,,,1,10,Bot,,,,,,,6.186257277573098,-126.27399574323977,-2.643729548547422,1.850084066134794,24.707226826871334,-29.046075417202356,3.51,1.66,,,,86.9,2518.0,6.3,716439,666165,664774,642731,605204,682617,571745,666149,596103,54.2,,,,,,,,76,1,Slider,2,2,2,2,2,2,2,2,Strategic,Strategic,69.0,0.0,-0.055,73.2,8.5,,0.055,,0,0,0.83,0.83,25,32,26,33,1,3,2.0,2.0,3.0,2.0,2.76,-0.29,-0.29,17.0
SI,2023-09-24,98.5,-1.88,5.21,"Doval, Camilo",543939,666808,field_out,hit_into_play,,,,,8.0,"Kolten Wong grounds out, shortstop Marco Luciano to first baseman LaMonte Wade Jr.  Amed Rosario to 3rd.",R,L,R,LAD,SF,X,6.0,ground_ball,0,0,2023,-1.1,0.2,0.15,1.87,,642708.0,,0,10,Bot,124.75,144.87,,,,,8.119930985420819,-143.2725435050978,-4.155927619926342,-16.89972063875614,29.855034150273656,-28.680289415128858,3.15,1.51,2.0,86.8,-37.0,99.6,2250.0,6.7,716439,666165,664774,642731,605204,682617,571745,666149,596103,53.79,0.04,0.042,0.0,1.0,0.0,0.0,2.0,75,1,Sinker,2,2,2,2,2,2,2,2,Strategic,Standard,235.0,0.023,-0.215,64.8,5.4,0.04,0.215,88.0,0,0,0.807,0.807,25,32,26,33,1,0,2.0,2.0,3.0,2.0,2.13,1.1,-1.1,17.4
SL,2023-09-22,88.2,-1.74,5.43,"Doval, Camilo",621035,666808,strikeout,swinging_strike,,,,,14.0,Chris Taylor strikes out swinging.,R,R,R,LAD,SF,S,2.0,,2,2,2023,0.73,-0.09,1.24,1.28,,,,2,9,Bot,,,,,,,5.7109720635008205,-128.36751185428048,-3.8537994910300943,7.107805718612376,24.05907146192244,-32.67488864758021,3.5,1.67,,,,88.2,2668.0,6.1,716474,672275,527038,642731,605204,682617,571745,666149,573262,54.4,,0.0,0.0,1.0,0.0,0.0,,70,5,Slider,1,5,1,5,5,1,1,5,Strategic,Standard,61.0,-0.001,-0.233,53.6,8.1,,0.233,,-4,-4,0.001,0.001,25,32,26,33,1,3,5.0,1.0,2.0,2.0,3.0,-0.73,-0.73,21.8
FC,2023-09-22,99.4,-1.9,5.46,"Doval, Camilo",621035,666808,,ball,,,,,11.0,Chris Taylor strikes out swinging.,R,R,R,LAD,SF,B,,,1,2,2023,-0.22,1.14,-0.02,3.68,,,,2,9,Bot,,,,,,,5.654952796112839,-144.78696620312067,-2.225153351439008,-4.257511096133153,30.208764916991647,-15.69588194270734,3.52,1.73,,,,100.0,2655.0,6.3,716474,672275,527038,642731,605204,682617,571745,666149,573262,54.15,,,,,,,,70,4,Cutter,1,5,1,5,5,1,1,5,Strategic,Standard,219.0,0.0,0.041,,,,-0.041,,-4,-4,0.001,0.001,25,32,26,33,1,3,5.0,1.0,2.0,2.0,1.14,0.22,0.22,20.3
SL,2023-09-22,87.1,-1.7,5.3,"Doval, Camilo",621035,666808,,swinging_strike,,,,,14.0,Chris Taylor strikes out swinging.,R,R,R,LAD,SF,S,,,1,1,2023,0.43,-0.06,1.14,1.11,,,,2,9,Bot,,,,,,,5.96411156937505,-126.74839162288018,-3.820970287876432,3.567660580592517,23.91035330717683,-32.308429838851694,3.5,1.67,,,,87.8,2656.0,6.5,716474,672275,527038,642731,605204,682617,571745,666149,573262,53.95,,,,,,,,70,3,Slider,1,5,1,5,5,1,1,5,Strategic,Standard,70.0,0.0,-0.069,64.9,8.7,,0.069,,-4,-4,0.001,0.001,25,32,26,33,1,3,5.0,1.0,2.0,2.0,3.05,-0.43,-0.43,16.9
SI,2023-09-22,95.9,-1.76,5.28,"Doval, Camilo",621035,666808,,called_strike,,,,,6.0,Chris Taylor strikes out swinging.,R,R,R,LAD,SF,S,,,1,0,2023,-0.85,0.31,0.3,2.74,,,,2,9,Bot,,,,,,,7.415257796942311,-139.55214099627122,-1.8552678477369096,-12.71534384084472,29.08277624272549,-27.93128449465387,3.59,1.75,,,,96.8,2393.0,6.6,716474,672275,527038,642731,605204,682617,571745,666149,573262,53.88,,,,,,,,70,2,Sinker,1,5,1,5,5,1,1,5,Strategic,Standard,227.0,0.0,-0.056,,,,0.056,,-4,-4,0.001,0.001,25,32,26,33,1,3,5.0,1.0,2.0,2.0,2.16,0.85,0.85,14.2
SL,2023-09-22,86.9,-1.74,5.29,"Doval, Camilo",621035,666808,,ball,,,,,14.0,Chris Taylor strikes out swinging.,R,R,R,LAD,SF,B,,,0,0,2023,0.65,-0.07,0.39,1.14,,,,2,9,Bot,,,,,,,3.7701856774696703,-126.58802037284892,-3.682913746414334,6.289053895758661,24.708627570984184,-32.37468656501569,3.59,1.75,,,,87.3,2695.0,6.4,716474,672275,527038,642731,605204,682617,571745,666149,573262,54.15,,,,,,,,70,1,Slider,1,5,1,5,5,1,1,5,Standard,Standard,75.0,0.0,0.043,,,,-0.043,,-4,-4,0.001,0.001,25,32,26,33,1,3,5.0,1.0,2.0,2.0,3.07,-0.65,-0.65,17.6
FC,2023-09-22,96.6,-1.95,5.32,"Doval, Camilo",543939,666808,strikeout,swinging_strike,,,,,1.0,Kolten Wong strikes out swinging.,R,L,R,LAD,SF,S,2.0,,3,2,2023,-0.49,0.96,-0.66,3.2,,,,1,9,Bot,,,,,,,4.552416149550183,-140.70169745281564,-2.3263468849717492,-7.512374339423997,30.27120263114489,-19.07092954136091,3.15,1.51,,,,97.0,2467.0,6.3,716474,672275,527038,642731,605204,682617,571745,666149,573262,54.17,,0.0,0.0,1.0,0.0,0.0,,69,7,Cutter,1,5,1,5,5,1,1,5,Standard,Standard,225.0,-0.005,-0.328,68.4,5.7,,0.328,,-4,-4,0.006,0.006,25,32,26,33,1,0,5.0,3.0,2.0,2.0,1.47,0.49,-0.49,15.9
SL,2023-09-22,86.6,-1.73,5.41,"Doval, Camilo",543939,666808,,foul,,,,,14.0,Kolten Wong strikes out swinging.,R,L,R,LAD,SF,S,,,3,2,2023,0.68,-0.03,0.16,1.19,,,,1,9,Bot,,,,,,,3.1024563439888606,-126.14272455113536,-3.8392492132551466,6.726014436675467,24.541128979998017,-31.99559335634891,3.15,1.51,6.0,84.9,-13.0,86.9,2638.0,6.3,716474,672275,527038,642731,605204,682617,571745,666149,573262,54.19,,,,,,,,69,6,Slider,1,5,1,5,5,1,1,5,Standard,Standard,65.0,0.0,0.0,71.0,7.9,,0.0,88.0,-4,-4,0.006,0.006,25,32,26,33,1,0,5.0,3.0,2.0,2.0,3.06,-0.68,0.68,19.5
FC,2023-09-22,97.0,-2.08,5.31,"Doval, Camilo",543939,666808,,called_strike,,,,,4.0,Kolten Wong strikes out swinging.,R,L,R,LAD,SF,S,,,3,1,2023,-0.68,0.8,-0.72,2.57,,,,1,9,Bot,,,,,,,5.204672527218114,-141.26939119130225,-3.6668154651581393,-10.2418980077981,31.258430136425265,-20.840790927367227,3.22,1.58,,,,97.7,2629.0,6.6,716474,672275,527038,642731,605204,682617,571745,666149,573262,53.9,,,,,,,,69,5,Cutter,1,5,1,5,5,1,1,5,Standard,Standard,223.0,0.0,-0.104,,,,0.104,,-4,-4,0.006,0.006,25,32,26,33,1,0,5.0,3.0,2.0,2.0,1.61,0.68,-0.68,16.7
FC,2023-09-22,97.7,-2.01,5.4,"Doval, Camilo",543939,666808,,ball,,,,,11.0,Kolten Wong strikes out swinging.,R,L,R,LAD,SF,B,,,2,1,2023,-0.41,1.14,-0.02,3.98,,,,1,9,Bot,,,,,,,6.312063442186918,-142.31034633732568,-1.0024848694934492,-6.909482633201515,30.341616155084363,-16.643787391027153,3.15,1.56,,,,98.5,2584.0,6.5,716474,672275,527038,642731,605204,682617,571745,666149,573262,53.99,,,,,,,,69,4,Cutter,1,5,1,5,5,1,1,5,Standard,Standard,220.0,0.0,0.122,,,,-0.122,,-4,-4,0.006,0.006,25,32,26,33,1,0,5.0,3.0,2.0,2.0,1.23,0.41,-0.41,17.8
SL,2023-09-22,86.6,-1.85,5.35,"Doval, Camilo",543939,666808,,ball,,,,,14.0,Kolten Wong strikes out swinging.,R,L,R,LAD,SF,B,,,1,1,2023,0.53,0.31,0.57,1.12,,,,1,9,Bot,,,,,,,4.728121291164525,-126.01860814421572,-4.545314882641872,4.627693737098519,25.781827115786708,-28.098059351583945,3.19,1.58,,,,86.8,2681.0,6.4,716474,672275,527038,642731,605204,682617,571745,666149,573262,54.06,,,,,,,,69,3,Slider,1,5,1,5,5,1,1,5,Standard,Standard,74.0,0.0,0.054,,,,-0.054,,-4,-4,0.006,0.006,25,32,26,33,1,0,5.0,3.0,2.0,2.0,2.73,-0.53,0.53,20.4
FC,2023-09-22,99.4,-1.79,5.48,"Doval, Camilo",543939,666808,,ball,,,,,12.0,Kolten Wong strikes out swinging.,R,L,R,LAD,SF,B,,,0,1,2023,-0.83,0.82,0.44,3.7,,,,1,9,Bot,,,,,,,8.0694623178154,-144.50487064724467,-1.3628815995802177,-13.522041359343788,34.839830057414964,-20.63396692860164,3.2,1.58,,,,99.4,2688.0,6.4,716474,672275,527038,642731,605204,682617,571745,666149,573262,54.07,,,,,,,,69,2,Cutter,1,5,1,5,5,1,1,5,Standard,Standard,218.0,0.0,0.03,,,,-0.03,,-4,-4,0.006,0.006,25,32,26,33,1,0,5.0,3.0,2.0,2.0,1.5,0.83,-0.83,18.5
SL,2023-09-22,87.5,-1.87,5.32,"Doval, Camilo",543939,666808,,swinging_strike,,,,,14.0,Kolten Wong strikes out swinging.,R,L,R,LAD,SF,S,,,0,0,2023,0.36,-0.12,0.56,1.27,,,,1,9,Bot,,,,,,,5.125945654770125,-127.3051096568002,-3.3903778799042827,2.863498063369183,26.246554047227782,-32.98599082002848,3.15,1.51,,,,87.8,2625.0,6.5,716474,672275,527038,642731,605204,682617,571745,666149,573262,54.02,,,,,,,,69,1,Slider,1,5,1,5,5,1,1,5,Standard,Standard,83.0,0.0,-0.041,73.2,8.3,,0.041,,-4,-4,0.006,0.006,25,32,26,33,1,0,5.0,3.0,2.0,2.0,3.1,-0.36,0.36,16.6
FC,2023-09-22,99.5,-1.89,5.27,"Doval, Camilo",502110,666808,field_out,hit_into_play,,,,,8.0,"J.D. Martinez grounds out, third baseman J. D. Davis to first baseman Wilmer Flores.",R,R,R,LAD,SF,X,5.0,ground_ball,1,2,2023,-0.78,0.82,-0.23,2.19,,,,0,9,Bot,104.83,157.18,,,,,6.362930091951451,-144.80087951357868,-4.987118330314175,-12.384715550875711,32.835869240572684,-19.655115689045875,3.61,1.75,5.0,92.4,-24.0,99.6,2637.0,6.3,716474,672275,527038,642731,605204,682617,571745,666149,573262,54.22,0.106,0.092,0.0,1.0,0.0,0.0,2.0,68,4,Cutter,1,5,1,5,5,1,1,5,Strategic,Standard,226.0,-0.01,-0.193,71.2,7.9,0.118,0.193,92.4,-4,-4,0.016,0.016,25,35,26,36,1,3,5.0,1.0,2.0,1.0,1.48,0.78,0.78,16.8
SL,2023-09-22,84.9,-1.74,5.3,"Doval, Camilo",502110,666808,,foul,,,,,7.0,"J.D. Martinez grounds out, third baseman J. D. Davis to first baseman Wilmer Flores.",R,R,R,LAD,SF,S,,,1,1,2023,0.55,-0.18,-0.49,2.28,,,,0,9,Bot,,,,,,,1.835419126620239,-123.80697175431162,-0.4426949899740057,5.391474047797823,22.77068268768717,-34.17263619950645,3.61,1.75,3.0,86.2,-37.0,85.3,2495.0,6.2,716474,672275,527038,642731,605204,682617,571745,666149,573262,54.26,,,,,,,,68,3,Slider,1,5,1,5,5,1,1,5,Strategic,Standard,68.0,0.0,-0.061,71.5,8.5,,0.061,88.0,-4,-4,0.016,0.016,25,35,26,36,1,3,5.0,1.0,2.0,1.0,3.31,-0.55,-0.55,18.3
SI,2023-09-22,95.6,-2.04,5.19,"Doval, Camilo",502110,666808,,called_strike,,,,,13.0,"J.D. Martinez grounds out, third baseman J. D. Davis to first baseman Wilmer Flores.",R,R,R,LAD,SF,S,,,1,0,2023,-1.25,0.44,-0.98,2.16,,,,0,9,Bot,,,,,,,5.62375596112254,-138.99624614210776,-3.3061518198069093,-17.52293553232087,33.35059034661039,-25.90444776270595,3.61,1.82,,,,95.4,2448.0,6.4,716474,672275,527038,642731,605204,682617,571745,666149,573262,54.09,,,,,,,,68,2,Sinker,1,5,1,5,5,1,1,5,Strategic,Standard,230.0,0.0,-0.052,,,,0.052,,-4,-4,0.016,0.016,25,35,26,36,1,3,5.0,1.0,2.0,1.0,2.07,1.25,1.25,14.4
SI,2023-09-22,96.6,-2.12,5.22,"Doval, Camilo",502110,666808,,ball,,,,,11.0,"J.D. Martinez grounds out, third baseman J. D. Davis to first baseman Wilmer Flores.",R,R,R,LAD,SF,B,,,0,0,2023,-1.27,0.33,-1.52,2.9,,,,0,9,Bot,,,,,,,4.502219701225096,-140.5332307726438,-1.3325080864703098,-17.847809004059158,33.854548078367884,-27.771420727390705,3.64,1.8,,,,96.3,2481.0,6.3,716474,672275,527038,642731,605204,682617,571745,666149,573262,54.22,,,,,,,,68,1,Sinker,1,5,1,5,5,1,1,5,Standard,Standard,232.0,0.0,0.04,,,,-0.04,,-4,-4,0.016,0.016,25,35,26,36,1,3,5.0,1.0,2.0,1.0,2.13,1.27,1.27,11.9
FC,2023-09-22,99.8,-1.95,5.41,"Doval, Camilo",669257,666808,field_out,hit_into_play,,,,,11.0,Will Smith grounds out softly to first baseman Wilmer Flores.,R,R,R,LAD,SF,X,3.0,ground_ball,1,2,2023,-0.64,1.05,-0.92,3.17,518792.0,605141.0,518692.0,2,8,Bot,153.31,170.58,,,,,4.3895609119344545,-145.3896320636283,-3.3466618146621014,-10.07437029664191,28.563166204297417,-16.598439146562818,3.3,1.58,23.0,49.8,-3.0,101.2,2389.0,6.7,716474,672275,527038,642731,605204,682617,571745,666149,573262,53.85,0.123,0.104,0.0,1.0,0.0,0.0,1.0,62,4,Cutter,1,3,1,3,3,1,1,3,Standard,Standard,229.0,-0.15,-0.175,53.7,5.0,0.146,0.175,88.0,-2,-2,0.221,0.221,25,28,26,28,1,3,5.0,1.0,2.0,2.0,1.2,0.64,0.64,16.7
SL,2023-09-22,86.9,-1.79,5.31,"Doval, Camilo",669257,666808,,called_strike,,,,,9.0,Will Smith grounds out softly to first baseman Wilmer Flores.,R,R,R,LAD,SF,S,,,1,1,2023,0.22,0.06,0.68,1.72,518792.0,605141.0,518692.0,2,8,Bot,,,,,,,5.474589903469878,-126.56077861046477,-2.6499860035667058,1.4502618633097897,21.766171254847553,-31.284116710536264,3.29,1.63,,,,87.8,2510.0,6.5,716474,672275,527038,642731,605204,682617,571745,666149,573262,54.04,,,,,,,,62,3,Slider,1,3,1,3,3,1,1,3,Standard,Standard,63.0,0.0,-0.079,,,,0.079,,-2,-2,0.221,0.221,25,28,26,28,1,3,5.0,1.0,2.0,2.0,2.92,-0.22,-0.22,18.6
FC,2023-09-22,97.9,-2.05,5.23,"Doval, Camilo",669257,666808,,swinging_strike,,,,,11.0,Will Smith grounds out softly to first baseman Wilmer Flores.,R,R,R,LAD,SF,S,,,1,0,2023,-0.71,1.03,-0.91,3.32,518792.0,605141.0,518692.0,2,8,Bot,,,,,,,4.699834034793721,-142.5772489485522,-2.099989447465925,-10.728990969943212,29.272799126725232,-17.809934631284108,3.3,1.58,,,,98.6,2326.0,6.4,716474,672275,527038,642731,605204,682617,571745,666149,573262,54.13,,,,,,,,62,2,Cutter,1,3,1,3,3,1,1,3,Standard,Standard,232.0,0.0,-0.048,66.3,6.2,,0.048,,-2,-2,0.221,0.221,25,28,26,28,1,3,5.0,1.0,2.0,2.0,1.33,0.71,0.71,14.9
FC,2023-09-22,98.7,-1.97,5.26,"Doval, Camilo",669257,666808,,ball,,,,,12.0,Will Smith grounds out softly to first baseman Wilmer Flores.,R,R,R,LAD,SF,B,,,0,0,2023,-0.63,0.94,0.89,3.19,518792.0,605141.0,518692.0,2,8,Bot,,,,,,,9.275609632154604,-143.54160023080888,-2.4216284211150874,-10.70417936480019,30.242446710248277,-18.77858144707669,3.21,1.62,,,,99.4,2403.0,6.5,716474,672275,527038,642731,605204,682617,571745,666149,573262,54.0,,,,,,,,62,1,Cutter,1,3,1,3,3,1,1,3,Standard,Standard,228.0,0.0,0.035,,,,-0.035,,-2,-2,0.221,0.221,25,28,26,28,1,3,5.0,1.0,2.0,2.0,1.39,0.63,0.63,13.9
FC,2023-09-17,99.4,-2.0,5.32,"Doval, Camilo",553869,666808,single,hit_into_play,,,,,9.0,Elias Diaz singles on a ground ball to right fielder Mike Yastrzemski.   Brendan Rodgers scores.    Sean Bouchard scores.,R,R,R,COL,SF,X,9.0,ground_ball,0,1,2023,-0.17,0.72,0.39,1.9,663898.0,656248.0,,2,9,Bot,190.36,134.85,,,,,7.0912860926878425,-144.70652784431417,-5.834905945110206,-3.8762059329624448,28.575006671393943,-20.885762389888324,3.15,1.42,24.0,89.0,-3.0,101.7,2437.0,7.2,716540,672275,664774,642731,605204,543063,571745,596103,573262,53.31,0.237,0.195,0.9,1.0,1.0,0.0,2.0,87,2,Cutter,8,11,8,11,11,10,10,11,Standard,Standard,225.0,0.048,0.769,65.1,6.3,0.27,-0.769,89.0,-3,-3,0.048,0.048,25,32,26,33,1,0,2.0,1.0,5.0,1.0,1.55,0.17,0.17,14.0
FC,2023-09-17,98.7,-2.01,5.24,"Doval, Camilo",553869,666808,,called_strike,,,,,5.0,Elias Diaz singles on a ground ball to right fielder Mike Yastrzemski.   Brendan Rodgers scores.    Sean Bouchard scores.,R,R,R,COL,SF,S,,,0,0,2023,-0.1,0.75,-0.01,2.07,663898.0,,656248.0,2,9,Bot,,,,,,,5.806406771162167,-143.74212805485922,-5.105933199084337,-2.5060901036176326,27.86679293685304,-20.881717607829625,3.21,1.47,,,,101.4,2473.0,7.3,716540,672275,664774,642731,605204,543063,571745,596103,573262,53.17,,,,,,,,87,1,Cutter,8,11,8,11,11,8,8,11,Standard,Standard,220.0,0.008,-0.052,,,,0.052,,-3,-3,0.04,0.04,25,32,26,33,1,0,2.0,1.0,5.0,1.0,1.56,0.1,0.1,16.7
FC,2023-09-17,96.5,-2.02,5.25,"Doval, Camilo",592178,666808,field_error,hit_into_play,,,,,9.0,Kris Bryant reaches on a fielding error by pitcher Camilo Doval.   Nolan Jones scores.    Brendan Rodgers to 3rd.,R,R,R,COL,SF,X,1.0,ground_ball,3,2,2023,0.13,0.62,0.81,1.87,666134.0,663898.0,,2,9,Bot,137.31,190.17,,,,,7.355321145537116,-140.4603423241171,-5.012527323755194,0.4632030935781518,25.5497577409449,-23.049177819287937,3.22,1.68,1.0,51.4,-56.0,98.9,2362.0,7.2,716540,672275,664774,642731,605204,543063,571745,596103,573262,53.34,0.274,0.264,0.9,1.0,0.0,0.0,1.0,86,7,Cutter,7,11,7,11,11,8,8,11,Standard,Standard,204.0,0.022,0.705,67.9,8.1,0.281,-0.705,88.0,-4,-4,0.018,0.018,25,31,26,31,1,0,2.0,1.0,5.0,1.0,1.79,-0.13,-0.13,17.0
FC,2023-09-17,98.0,-2.2,5.13,"Doval, Camilo",592178,666808,,foul,,,,,4.0,Kris Bryant reaches on a fielding error by pitcher Camilo Doval.   Nolan Jones scores.    Brendan Rodgers to 3rd.,R,R,R,COL,SF,S,,,3,2,2023,-0.29,0.46,-0.82,2.67,666134.0,663898.0,,2,9,Bot,,,,,,,4.470318808139764,-142.8494668207595,-2.3690846824707337,-4.864441030778709,27.202273770272495,-25.487685739687763,3.22,1.68,5.0,112.5,-28.0,100.1,2374.0,7.0,716540,672275,664774,642731,605204,543063,571745,596103,573262,53.53,,,,,,,,86,6,Cutter,7,11,7,11,11,7,7,11,Standard,Standard,221.0,0.0,0.0,69.1,7.7,,0.0,112.5,-4,-4,0.018,0.018,25,31,26,31,1,0,2.0,1.0,5.0,1.0,1.87,0.29,0.29,15.5
FC,2023-09-17,97.6,-2.01,5.29,"Doval, Camilo",592178,666808,,foul,,,,,2.0,Kris Bryant reaches on a fielding error by pitcher Camilo Doval.   Nolan Jones scores.    Brendan Rodgers to 3rd.,R,R,R,COL,SF,S,,,3,1,2023,-0.28,0.59,0.11,3.27,666134.0,663898.0,,2,9,Bot,,,,,,,6.507740018344107,-142.15804638036866,-1.3820051223302463,-5.068682904921112,26.481818866301563,-24.014670870716067,3.22,1.68,221.0,80.7,20.0,100.6,2606.0,7.5,716540,672275,664774,642731,605204,543063,571745,596103,573262,53.01,,,,,,,,86,5,Cutter,7,11,7,11,11,7,7,11,Standard,Standard,210.0,0.0,-0.055,68.7,7.5,,0.055,88.0,-4,-4,0.018,0.018,25,31,26,31,1,0,2.0,1.0,5.0,1.0,1.77,0.28,0.28,17.1
FC,2023-09-17,98.0,-2.17,5.15,"Doval, Camilo",592178,666808,,called_strike,,,,,3.0,Kris Bryant reaches on a fielding error by pitcher Camilo Doval.   Nolan Jones scores.    Brendan Rodgers to 3rd.,R,R,R,COL,SF,S,,,3,0,2023,-0.07,0.61,0.61,2.87,666134.0,663898.0,,2,9,Bot,,,,,,,7.751588062444364,-142.82733308017035,-2.249791811861497,-2.372801244047028,24.873665772455546,-23.448600913065537,3.36,1.73,,,,100.0,2539.0,6.8,716540,672275,664774,642731,605204,543063,571745,596103,573262,53.72,,,,,,,,86,4,Cutter,7,11,7,11,11,7,7,11,Standard,Standard,221.0,0.0,-0.07,,,,0.07,,-4,-4,0.018,0.018,25,31,26,31,1,0,2.0,1.0,5.0,1.0,1.71,0.07,0.07,13.9
