pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,fielder_2,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp,bat_speed,swing_length,estimated_slg_using_speedangle,delta_pitcher_run_exp,hyper_speed,home_score_diff,bat_score_diff,home_win_exp,bat_win_exp,age_pit_legacy,age_bat_legacy,age_pit,age_bat,n_thruorder_pitcher,n_priorpa_thisgame_player_at_bat,pitcher_days_since_prev_game,batter_days_since_prev_game,pitcher_days_until_next_game,batter_days_until_next_game,api_break_z_with_gravity,api_break_x_arm,api_break_x_batter_in,arm_angle
SL,2021-05-11,84.4,-2.15,5.43,"Doval, Camilo",501981,666808,,ball,,,,,14.0,Khris Davis walks.,R,R,R,SF,TEX,B,,,1,0,2021,0.93,-0.12,0.35,1.05,,,,2,7,Top,,,,,,,3.995670086786794,-122.93847394772138,-3.6496699702249016,8.697723868516773,23.865140910247447,-32.907013587285284,3.23,1.51,,,,85.3,2554.0,6.8,634164,592200,474832,527038,446334,543063,643565,621453,573262,53.73,,,,,,,,54,2,Slider,4,2,2,4,2,4,2,4,Standard,Standard,52.0,0.0,0.062,,,,-0.062,,2,-2,0.88,0.12,23,33,24,34,1,0,4.0,1.0,2.0,2.0,3.31,-0.93,-0.93,27.3
SL,2021-05-11,86.4,-2.1,5.41,"Doval, Camilo",501981,666808,,ball,,,,,14.0,Khris Davis walks.,R,R,R,SF,TEX,B,,,0,0,2021,0.22,0.03,0.78,0.6,,,,2,7,Top,,,,,,,6.462632270644703,-125.63919518014238,-5.364857156803801,1.0531704610871253,24.101918175792157,-31.029070206485187,3.21,1.51,,,,87.1,2512.0,6.7,634164,592200,474832,527038,446334,543063,643565,621453,573262,53.84,,,,,,,,54,1,Slider,4,2,2,4,2,4,2,4,Standard,Standard,57.0,0.0,0.04,,,,-0.04,,2,-2,0.88,0.12,23,33,24,34,1,0,4.0,1.0,2.0,2.0,3.02,-0.22,-0.22,26.0
SL,2021-05-11,87.3,-2.31,5.5,"Doval, Camilo",641680,666808,field_out,hit_into_play,,,,,4.0,"Jonah Heim grounds out, shortstop Brandon Crawford to first baseman Brandon Belt.",R,L,R,SF,TEX,X,6.0,ground_ball,3,2,2021,0.13,0.04,-0.28,2.25,,,,1,7,Top,111.18,151.48,,,,,4.624309533852203,-127.14634506020384,-1.7885969886313775,0.5152521702624506,25.435620884544115,-31.537947883414137,3.55,1.63,20.0,99.6,-5.0,87.7,2250.0,6.4,634164,592200,474832,527038,446334,543063,643565,621453,573262,54.09,0.291,0.258,0.0,1.0,0.0,0.0,2.0,53,9,Slider,4,2,2,4,2,4,2,4,Infield shift,Standard,61.0,0.023,-0.337,,,0.307,0.337,99.6,2,-2,0.857,0.143,23,26,24,26,1,2,4.0,1.0,2.0,4.0,2.93,-0.13,0.13,28.1
FC,2021-05-11,99.2,-2.31,5.31,"Doval, Camilo",641680,666808,,ball,,,,,13.0,"Jonah Heim grounds out, shortstop Brandon Crawford to first baseman Brandon Belt.",R,L,R,SF,TEX,B,,,2,2,2021,-0.61,1.13,-0.78,1.19,,,,1,7,Top,,,,,,,5.64609587056244,-144.30101275254145,-8.531682412671442,-9.802926739081556,31.42292973269232,-14.670929486269936,3.24,1.63,,,,99.9,2357.0,6.5,634164,592200,474832,527038,446334,543063,643565,621453,573262,53.96,,,,,,,,53,8,Cutter,4,2,2,4,2,4,2,4,Infield shift,Standard,225.0,0.0,0.112,,,,-0.112,,2,-2,0.857,0.143,23,26,24,26,1,2,4.0,1.0,2.0,4.0,1.18,0.61,-0.61,21.7
SL,2021-05-11,86.2,-1.9,5.54,"Doval, Camilo",641680,666808,,foul,,,,,14.0,"Jonah Heim grounds out, shortstop Brandon Crawford to first baseman Brandon Belt.",R,L,R,SF,TEX,S,,,2,2,2021,0.54,-0.02,0.66,1.18,,,,1,7,Top,,,,,,,5.020204648861812,-125.47988380644286,-4.0799545503622525,4.650664976255777,26.84846744809544,-31.77666455676995,3.55,1.63,4.0,76.2,-18.0,86.6,2211.0,6.6,634164,592200,474832,527038,446334,543063,643565,621453,573262,53.87,,,,,,,,53,7,Slider,4,2,2,4,2,4,2,4,Infield shift,Standard,55.0,0.0,0.0,,,,0.0,88.0,2,-2,0.857,0.143,23,26,24,26,1,2,4.0,1.0,2.0,4.0,3.1,-0.54,0.54,29.2
FF,2021-05-11,98.8,-2.11,5.38,"Doval, Camilo",641680,666808,,foul,,,,,14.0,"Jonah Heim grounds out, shortstop Brandon Crawford to first baseman Brandon Belt.",R,L,R,SF,TEX,S,,,2,2,2021,-0.85,0.93,0.94,2.56,,,,1,7,Top,,,,,,,10.374371651589694,-143.49869534886955,-4.4313460719386955,-14.195967559477806,32.98858898460317,-18.394052647569715,3.55,1.63,5.0,77.6,-25.0,99.5,2481.0,6.8,634164,592200,474832,527038,446334,543063,643565,621453,573262,53.74,,,,,,,,53,6,4-Seam Fastball,4,2,2,4,2,4,2,4,Infield shift,Standard,223.0,0.0,0.0,,,,0.0,88.0,2,-2,0.857,0.143,23,26,24,26,1,2,4.0,1.0,2.0,4.0,1.41,0.85,-0.85,24.8
SL,2021-05-11,85.7,-2.11,5.54,"Doval, Camilo",641680,666808,,foul,,,,,7.0,"Jonah Heim grounds out, shortstop Brandon Crawford to first baseman Brandon Belt.",R,L,R,SF,TEX,S,,,2,2,2021,0.42,-0.12,-0.66,2.14,,,,1,7,Top,,,,,,,2.569356441514024,-124.86217022668286,-1.5401472851105702,3.908140031295073,25.422285868325567,-33.320477775838974,3.55,1.63,2.0,68.9,-53.0,86.0,2198.0,6.4,634164,592200,474832,527038,446334,543063,643565,621453,573262,54.06,,,,,,,,53,5,Slider,4,2,2,4,2,4,2,4,Infield shift,Standard,64.0,0.0,0.0,,,,0.0,88.0,2,-2,0.857,0.143,23,26,24,26,1,2,4.0,1.0,2.0,4.0,3.22,-0.42,0.42,29.2
FC,2021-05-11,98.1,-2.16,5.52,"Doval, Camilo",641680,666808,,ball,,,,,12.0,"Jonah Heim grounds out, shortstop Brandon Crawford to first baseman Brandon Belt.",R,L,R,SF,TEX,B,,,1,2,2021,-0.65,1.19,0.27,4.39,,,,1,7,Top,,,,,,,8.092440903185118,-142.84743680940315,-0.3858084497635265,-10.660622113925417,28.950285132634857,-15.858727331350018,3.24,1.63,,,,99.0,2418.0,6.5,634164,592200,474832,527038,446334,543063,643565,621453,573262,54.02,,,,,,,,53,4,Cutter,4,2,2,4,2,4,2,4,Infield shift,Standard,220.0,0.0,0.044,,,,-0.044,,2,-2,0.857,0.143,23,26,24,26,1,2,4.0,1.0,2.0,4.0,1.15,0.65,-0.65,25.8
SL,2021-05-11,87.4,-2.07,5.56,"Doval, Camilo",641680,666808,,ball,,,,,13.0,"Jonah Heim grounds out, shortstop Brandon Crawford to first baseman Brandon Belt.",R,L,R,SF,TEX,B,,,0,2,2021,0.49,-0.3,-0.01,0.87,,,,1,7,Top,,,,,,,3.973579129525542,-127.26330825940155,-4.605939868184795,4.540465648355036,24.340463997244925,-34.77754181202386,3.25,1.63,,,,87.9,2575.0,6.4,634164,592200,474832,527038,446334,543063,643565,621453,573262,54.09,,,,,,,,53,3,Slider,4,2,2,4,2,4,2,4,Infield shift,Standard,56.0,0.0,0.021,,,,-0.021,,2,-2,0.857,0.143,23,26,24,26,1,2,4.0,1.0,2.0,4.0,3.26,-0.49,0.49,27.6
FC,2021-05-11,99.9,-2.14,5.4,"Doval, Camilo",641680,666808,,called_strike,,,,,7.0,"Jonah Heim grounds out, shortstop Brandon Crawford to first baseman Brandon Belt.",R,L,R,SF,TEX,S,,,0,1,2021,-0.58,1.26,-0.32,2.14,,,,1,7,Top,,,,,,,6.400163677884636,-145.22151035937316,-6.592353175171677,-9.72172470769498,33.853394823143645,-12.98353868415592,3.29,1.63,,,,100.3,2433.0,6.6,634164,592200,474832,527038,446334,543063,643565,621453,573262,53.94,,,,,,,,53,2,Cutter,4,2,2,4,2,4,2,4,Infield shift,Standard,214.0,0.0,-0.056,,,,0.056,,2,-2,0.857,0.143,23,26,24,26,1,2,4.0,1.0,2.0,4.0,1.03,0.58,-0.58,24.5
SL,2021-05-11,87.3,-2.24,5.52,"Doval, Camilo",641680,666808,,called_strike,,,,,3.0,"Jonah Heim grounds out, shortstop Brandon Crawford to first baseman Brandon Belt.",R,L,R,SF,TEX,S,,,0,0,2021,0.14,-0.02,0.48,2.8,,,,1,7,Top,,,,,,,6.312192908334695,-127.08148046217266,-0.341167888519738,0.2066128385929475,26.545013299779075,-32.59077233627986,3.15,1.63,,,,87.8,2388.0,6.6,634164,592200,474832,527038,446334,543063,643565,621453,573262,53.88,,,,,,,,53,1,Slider,4,2,2,4,2,4,2,4,Infield shift,Standard,52.0,0.0,-0.043,,,,0.043,,2,-2,0.857,0.143,23,26,24,26,1,2,4.0,1.0,2.0,4.0,3.02,-0.14,0.14,26.2
FC,2021-05-11,99.4,-2.28,5.39,"Doval, Camilo",518586,666808,strikeout,called_strike,,,,,14.0,Charlie Culberson called out on strikes.,R,R,R,SF,TEX,S,2.0,,2,2,2021,-0.39,0.98,0.98,1.92,,,,0,7,Top,,,,,,,9.91361813500334,-144.40707157230293,-6.4831095578944895,-7.598266631011388,31.02999188426331,-17.091378091907437,3.32,1.56,,,,100.4,2543.0,6.7,634164,592200,474832,527038,446334,543063,643565,621453,573262,53.77,,0.0,0.0,1.0,0.0,0.0,,52,5,Cutter,4,2,2,4,2,4,2,4,Standard,Standard,231.0,0.033,-0.241,,,,0.241,,2,-2,0.824,0.176,23,32,24,32,1,2,4.0,1.0,2.0,2.0,1.32,0.39,0.39,27.1
SL,2021-05-11,85.6,-2.19,5.52,"Doval, Camilo",518586,666808,,swinging_strike,,,,,14.0,Charlie Culberson called out on strikes.,R,R,R,SF,TEX,S,,,2,1,2021,0.31,0.24,0.95,0.93,,,,0,7,Top,,,,,,,6.814792198508545,-124.54966825143624,-5.150829773950633,2.075573336773323,21.7349565309826,-28.896291698896928,3.41,1.56,,,,86.5,2386.0,6.6,634164,592200,474832,527038,446334,543063,643565,621453,573262,53.89,,,,,,,,52,4,Slider,4,2,2,4,2,4,2,4,Standard,Standard,57.0,0.0,-0.074,,,,0.074,,2,-2,0.824,0.176,23,32,24,32,1,2,4.0,1.0,2.0,2.0,2.84,-0.31,-0.31,27.4
SL,2021-05-11,85.3,-2.03,5.54,"Doval, Camilo",518586,666808,,ball,,,,,14.0,Charlie Culberson called out on strikes.,R,R,R,SF,TEX,B,,,1,1,2021,0.22,0.05,1.38,2.32,,,,0,7,Top,,,,,,,7.639250641060938,-124.21747311608593,-1.450099666255654,0.9794188640391016,21.974875388801568,-31.565550407186752,3.15,1.56,,,,86.4,2416.0,6.7,634164,592200,474832,527038,446334,543063,643565,621453,573262,53.79,,,,,,,,52,3,Slider,4,2,2,4,2,4,2,4,Standard,Standard,46.0,0.0,0.058,,,,-0.058,,2,-2,0.824,0.176,23,32,24,32,1,2,4.0,1.0,2.0,2.0,3.05,-0.22,-0.22,27.1
FC,2021-05-11,98.8,-2.14,5.44,"Doval, Camilo",518586,666808,,ball,,,,,14.0,Charlie Culberson called out on strikes.,R,R,R,SF,TEX,B,,,0,1,2021,-0.65,1.13,1.02,2.06,,,,0,7,Top,,,,,,,10.150951541374674,-143.54250181242048,-6.442130391421282,-11.25865522629494,30.833347946813685,-15.254786296439102,3.21,1.56,,,,99.2,2548.0,6.4,634164,592200,474832,527038,446334,543063,643565,621453,573262,54.06,,,,,,,,52,2,Cutter,4,2,2,4,2,4,2,4,Standard,Standard,226.0,0.0,0.03,,,,-0.03,,2,-2,0.824,0.176,23,32,24,32,1,2,4.0,1.0,2.0,2.0,1.2,0.65,0.65,25.1
FC,2021-05-11,98.9,-2.32,5.45,"Doval, Camilo",518586,666808,,called_strike,,,,,5.0,Charlie Culberson called out on strikes.,R,R,R,SF,TEX,S,,,0,0,2021,-0.77,1.32,0.01,2.57,,,,0,7,Top,,,,,,,8.148279092320506,-143.87449625947772,-5.570098550129987,-12.44250373327173,29.781136728790713,-12.68338109313648,3.22,1.56,,,,99.4,2556.0,6.4,634164,592200,474832,527038,446334,543063,643565,621453,573262,54.13,,,,,,,,52,1,Cutter,4,2,2,4,2,4,2,4,Standard,Standard,228.0,0.0,-0.042,,,,0.042,,2,-2,0.824,0.176,23,32,24,32,1,2,4.0,1.0,2.0,2.0,0.99,0.77,0.77,22.5
FC,2021-05-07,96.9,-2.18,5.31,"Doval, Camilo",665487,666808,strikeout,swinging_strike,,,,,11.0,Fernando Tatis Jr.  strikes out swinging.,R,R,R,SF,SD,S,2.0,,3,2,2021,-0.21,0.96,-0.95,3.03,,,,2,7,Top,,,,,,,3.770598440580791,-141.28975171568888,-2.841094531262213,-3.511539887871583,27.21313253246893,-18.85707723891453,3.49,1.6,,,,97.6,2627.0,6.3,634240,457763,474832,643289,446334,543063,643565,596103,573262,54.24,,0.0,0.0,1.0,0.0,0.0,,56,7,Cutter,4,4,4,4,4,4,4,4,Standard,Standard,212.0,0.019,-0.348,,,,0.348,,0,0,0.567,0.433,23,22,24,22,1,3,3.0,2.0,4.0,1.0,1.43,0.21,0.21,21.9
SL,2021-05-07,85.7,-2.03,5.57,"Doval, Camilo",665487,666808,,foul,,,,,1.0,Fernando Tatis Jr.  strikes out swinging.,R,R,R,SF,SD,S,,,3,2,2021,0.23,-0.17,-0.47,3.33,,,,2,7,Top,,,,,,,3.240443889816764,-124.91735439583768,1.184348576066735,1.9323192421300224,20.248935752499907,-34.385876398760914,3.49,1.6,200.0,70.3,26.0,86.9,2520.0,6.5,634240,457763,474832,643289,446334,543063,643565,596103,573262,54.0,,,,,,,,56,6,Slider,4,4,4,4,4,4,4,4,Standard,Standard,68.0,0.0,0.0,,,,0.0,88.0,0,0,0.567,0.433,23,22,24,22,1,3,3.0,2.0,4.0,1.0,3.22,-0.23,-0.23,29.2
FC,2021-05-07,98.4,-2.02,5.42,"Doval, Camilo",665487,666808,,ball,,,,,11.0,Fernando Tatis Jr.  strikes out swinging.,R,R,R,SF,SD,B,,,2,2,2021,-0.35,1.1,-0.86,4.22,,,,2,7,Top,,,,,,,3.9633369310091657,-143.40700836233552,-0.3879153196287482,-5.655498517509656,30.5615092706539,-17.059953437738265,3.94,1.85,,,,99.0,2999.0,6.4,634240,457763,474832,643289,446334,543063,643565,596103,573262,54.14,,,,,,,,56,5,Cutter,4,4,4,4,4,4,4,4,Standard,Standard,295.0,0.0,0.112,,,,-0.112,,0,0,0.567,0.433,23,22,24,22,1,3,3.0,2.0,4.0,1.0,1.23,0.35,0.35,25.7
SL,2021-05-07,86.6,-1.79,5.63,"Doval, Camilo",665487,666808,,ball,,,,,14.0,Fernando Tatis Jr.  strikes out swinging.,R,R,R,SF,SD,B,,,1,2,2021,0.55,-0.41,1.4,1.06,,,,2,7,Top,,,,,,,6.523370953709677,-126.08845752846292,-3.953069063419301,4.682673104071225,23.617514809785263,-35.97388829648461,3.86,1.83,,,,87.4,2664.0,6.6,634240,457763,474832,643289,446334,543063,643565,596103,573262,53.92,,,,,,,,56,4,Slider,4,4,4,4,4,4,4,4,Standard,Standard,52.0,0.0,0.048,,,,-0.048,,0,0,0.567,0.433,23,22,24,22,1,3,3.0,2.0,4.0,1.0,3.42,-0.55,-0.55,32.6
SL,2021-05-07,85.1,-2.12,5.51,"Doval, Camilo",665487,666808,,foul,,,,,6.0,Fernando Tatis Jr.  strikes out swinging.,R,R,R,SF,SD,S,,,1,1,2021,0.47,-0.14,0.36,2.84,,,,2,7,Top,,,,,,,4.911753244200201,-124.03121799550264,0.2688889414687936,4.009995765672666,22.291104988797795,-33.864811767402756,3.49,1.6,155.0,76.8,71.0,86.4,2417.0,6.8,634240,457763,474832,643289,446334,543063,643565,596103,573262,53.72,,,,,,,,56,3,Slider,4,4,4,4,4,4,4,4,Standard,Standard,65.0,0.0,-0.069,,,,0.069,88.0,0,0,0.567,0.433,23,22,24,22,1,3,3.0,2.0,4.0,1.0,3.25,-0.47,-0.47,28.8
SL,2021-05-07,83.7,-2.13,5.53,"Doval, Camilo",665487,666808,,ball,,,,,11.0,Fernando Tatis Jr.  strikes out swinging.,R,R,R,SF,SD,B,,,0,1,2021,1.25,-0.39,-1.27,3.52,,,,2,7,Top,,,,,,,-0.4724982256407236,-121.94898759857492,2.510019696587038,12.587175201962122,23.592425165216735,-36.802751933528285,3.94,1.82,,,,83.8,2565.0,6.3,634240,457763,474832,643289,446334,543063,643565,596103,573262,54.22,,,,,,,,56,2,Slider,4,4,4,4,4,4,4,4,Standard,Standard,63.0,0.0,0.036,,,,-0.036,,0,0,0.567,0.433,23,22,24,22,1,3,3.0,2.0,4.0,1.0,3.63,-1.25,-1.25,27.7
SL,2021-05-07,85.8,-2.23,5.45,"Doval, Camilo",665487,666808,,swinging_strike,,,,,14.0,Fernando Tatis Jr.  strikes out swinging.,R,R,R,SF,SD,S,,,0,0,2021,0.84,-0.43,0.71,1.31,,,,2,7,Top,,,,,,,5.289102574833628,-124.93349212156988,-2.732569784327657,7.881681763976734,22.92859857404936,-36.44525430413531,3.49,1.6,,,,86.8,2736.0,6.7,634240,457763,474832,643289,446334,543063,643565,596103,573262,53.78,,,,,,,,56,1,Slider,4,4,4,4,4,4,4,4,Standard,Standard,63.0,0.0,-0.047,,,,0.047,,0,0,0.567,0.433,23,22,24,22,1,3,3.0,2.0,4.0,1.0,3.5,-0.84,-0.84,27.3
FC,2021-05-07,97.6,-2.19,5.5,"Doval, Camilo",663757,666808,field_out,hit_into_play,,,,,3.0,Trent Grisham flies out to right fielder Mike Yastrzemski.,R,L,R,SF,SD,X,9.0,fly_ball,3,2,2021,-0.54,1.39,0.41,2.94,,,,1,7,Top,179.57,116.58,,,,,8.275954473521722,-141.8349805554698,-4.532412648075929,-9.203888819748736,34.47080020719211,-12.618969671277698,3.32,1.51,245.0,97.9,54.0,97.8,2721.0,6.6,634240,457763,474832,643289,446334,543063,643565,596103,573262,53.89,0.006,0.008,0.0,1.0,0.0,0.0,3.0,55,6,Cutter,4,4,4,4,4,4,4,4,Strategic,Standard,219.0,0.028,-0.337,,,0.012,0.337,97.9,0,0,0.539,0.461,23,24,24,25,1,3,3.0,2.0,4.0,1.0,1.02,0.54,-0.54,26.6
FC,2021-05-07,98.0,-2.24,5.51,"Doval, Camilo",663757,666808,,called_strike,,,,,5.0,Trent Grisham flies out to right fielder Mike Yastrzemski.,R,L,R,SF,SD,S,,,3,1,2021,-0.6,1.25,-0.27,2.52,,,,1,7,Top,,,,,,,6.732078122746261,-142.6589645423499,-5.572907811544774,-9.618444337505233,30.136641513808858,-13.98527588643155,3.47,1.65,,,,98.9,2625.0,6.6,634240,457763,474832,643289,446334,543063,643565,596103,573262,53.93,,,,,,,,55,5,Cutter,4,4,4,4,4,4,4,4,Standard,Standard,222.0,0.0,-0.103,,,,0.103,,0,0,0.539,0.461,23,24,24,25,1,3,3.0,2.0,4.0,1.0,1.11,0.6,-0.6,26.5
FC,2021-05-07,98.5,-2.27,5.54,"Doval, Camilo",663757,666808,,ball,,,,,11.0,Trent Grisham flies out to right fielder Mike Yastrzemski.,R,L,R,SF,SD,B,,,2,1,2021,-0.56,1.36,-2.13,4.38,,,,1,7,Top,,,,,,,1.6851077035735622,-143.41679697365606,-0.8361517166189556,-8.117319040262966,34.515800226638916,-13.532320011771548,3.6,1.96,,,,98.9,2530.0,6.6,634240,457763,474832,643289,446334,543063,643565,596103,573262,53.91,,,,,,,,55,4,Cutter,4,4,4,4,4,4,4,4,Standard,Standard,222.0,0.0,0.131,,,,-0.131,,0,0,0.539,0.461,23,24,24,25,1,3,3.0,2.0,4.0,1.0,1.0,0.56,-0.56,24.3
FC,2021-05-07,98.1,-2.4,5.39,"Doval, Camilo",663757,666808,,ball,,,,,11.0,Trent Grisham flies out to right fielder Mike Yastrzemski.,R,L,R,SF,SD,B,,,1,1,2021,-0.36,1.45,-0.17,3.74,,,,1,7,Top,,,,,,,6.8820144505504475,-142.7474857762521,-2.3224514896226065,-6.478260226056542,33.44843744875191,-12.099165436883055,3.57,1.72,,,,98.4,2658.0,6.5,634240,457763,474832,643289,446334,543063,643565,596103,573262,54.03,,,,,,,,55,3,Cutter,4,4,4,4,4,4,4,4,Standard,Standard,215.0,0.0,0.06,,,,-0.06,,0,0,0.539,0.461,23,24,24,25,1,3,3.0,2.0,4.0,1.0,0.93,0.36,-0.36,24.6
FC,2021-05-07,98.8,-2.16,5.41,"Doval, Camilo",663757,666808,,called_strike,,,,,7.0,Trent Grisham flies out to right fielder Mike Yastrzemski.,R,L,R,SF,SD,S,,,1,0,2021,-0.71,1.39,-0.71,1.82,,,,1,7,Top,,,,,,,5.603429530364164,-143.6035661472411,-7.558384812242275,-11.137487972078334,35.90234842673798,-11.318970319569464,3.62,1.78,,,,98.6,3012.0,6.4,634240,457763,474832,643289,446334,543063,643565,596103,573262,54.09,,,,,,,,55,2,Cutter,4,4,4,4,4,4,4,4,Standard,Standard,272.0,0.0,-0.051,,,,0.051,,0,0,0.539,0.461,23,24,24,25,1,3,3.0,2.0,4.0,1.0,0.96,0.71,-0.71,22.8
FC,2021-05-07,99.3,-2.21,5.55,"Doval, Camilo",663757,666808,,ball,,,,,11.0,Trent Grisham flies out to right fielder Mike Yastrzemski.,R,L,R,SF,SD,B,,,0,0,2021,-0.55,1.42,-2.12,5.11,,,,1,7,Top,,,,,,,1.55458055897119,-144.6696741070652,0.8137137043850535,-8.143679725524843,31.27071983640052,-12.477010886317002,3.59,1.8,,,,100.3,2684.0,6.6,634240,457763,474832,643289,446334,543063,643565,596103,573262,53.9,,,,,,,,55,1,Cutter,4,4,4,4,4,4,4,4,Infield shift,Standard,217.0,0.0,0.041,,,,-0.041,,0,0,0.539,0.461,23,24,24,25,1,3,3.0,2.0,4.0,1.0,0.87,0.55,-0.55,29.0
SL,2021-05-07,84.2,-2.03,5.65,"Doval, Camilo",502054,666808,field_out,hit_into_play,,,,,2.0,"Tommy Pham grounds out, second baseman Mauricio Dubon to first baseman Brandon Belt.",R,R,R,SF,SD,X,4.0,ground_ball,1,2,2021,0.33,-0.26,-0.13,2.92,,,,0,7,Top,137.21,125.16,,,,,3.758208212851004,-122.6237783630989,0.5208480400993725,2.602880342428112,23.121410045697186,-35.092632384533225,3.41,1.56,141.0,79.4,11.0,84.6,2421.0,6.4,634240,457763,474832,643289,446334,543063,643565,596103,573262,54.09,0.423,0.387,0.0,1.0,0.0,0.0,4.0,54,4,Slider,4,4,4,4,4,4,4,4,Standard,Standard,77.0,0.039,-0.194,,,0.471,0.194,88.0,0,0,0.5,0.5,23,33,24,33,1,0,3.0,2.0,4.0,1.0,3.46,-0.33,-0.33,28.5
FC,2021-05-07,97.7,-2.18,5.38,"Doval, Camilo",502054,666808,,swinging_strike,,,,,11.0,"Tommy Pham grounds out, second baseman Mauricio Dubon to first baseman Brandon Belt.",R,R,R,SF,SD,S,,,1,1,2021,-0.17,1.09,-0.29,3.96,,,,0,7,Top,,,,,,,5.553447009918017,-142.2536406429345,-0.8463490974566298,-3.577320654618006,32.72734413417775,-17.38466669514962,3.41,1.56,,,,98.6,2581.0,6.8,634240,457763,474832,643289,446334,543063,643565,596103,573262,53.75,,,,,,,,54,3,Cutter,4,4,4,4,4,4,4,4,Standard,Standard,243.0,0.0,-0.064,,,,0.064,,0,0,0.5,0.5,23,33,24,33,1,0,3.0,2.0,4.0,1.0,1.29,0.17,0.17,21.6
SL,2021-05-07,85.5,-2.08,5.53,"Doval, Camilo",502054,666808,,ball,,,,,13.0,"Tommy Pham grounds out, second baseman Mauricio Dubon to first baseman Brandon Belt.",R,R,R,SF,SD,B,,,0,1,2021,0.47,0.1,-0.17,0.82,,,,0,7,Top,,,,,,,3.5805542176817178,-124.50282087651286,-5.057056065528571,4.153113257148597,24.586216084529195,-30.3735867487776,3.41,1.62,,,,86.1,2519.0,6.6,634240,457763,474832,643289,446334,543063,643565,596103,573262,53.88,,,,,,,,54,2,Slider,4,4,4,4,4,4,4,4,Standard,Standard,78.0,0.0,0.03,,,,-0.03,,0,0,0.5,0.5,23,33,24,33,1,0,3.0,2.0,4.0,1.0,3.01,-0.47,-0.47,26.9
FC,2021-05-07,99.6,-2.32,5.39,"Doval, Camilo",502054,666808,,called_strike,,,,,4.0,"Tommy Pham grounds out, second baseman Mauricio Dubon to first baseman Brandon Belt.",R,R,R,SF,SD,S,,,0,0,2021,-0.4,1.2,-0.51,2.31,,,,0,7,Top,,,,,,,5.972437949632068,-144.9767656866524,-5.941813522772186,-7.025669963607909,32.61077984351567,-13.996742359711323,3.51,1.63,,,,100.3,2068.0,6.6,634240,457763,474832,643289,446334,543063,643565,596103,573262,53.92,,,,,,,,54,1,Cutter,4,4,4,4,4,4,4,4,Standard,Standard,218.0,0.0,-0.042,,,,0.042,,0,0,0.5,0.5,23,33,24,33,1,0,3.0,2.0,4.0,1.0,1.09,0.4,0.4,20.2
SL,2021-05-04,85.8,-2.18,5.49,"Doval, Camilo",453568,666808,home_run,hit_into_play,,,,,6.0,Charlie Blackmon homers (2) on a fly ball to right field.    Ryan McMahon scores.    Sam Hilliard scores.,R,L,R,COL,SF,X,,fly_ball,3,2,2021,0.72,-0.24,0.33,2.81,641857.0,,656541.0,2,7,Bot,220.49,65.31,,,,,4.534332106281411,-125.03501846544852,0.3282306642651882,6.872751646662647,21.62498694519051,-34.95134927077202,3.49,1.6,403.0,106.3,24.0,87.2,2471.0,6.8,634254,592200,474832,527038,446334,543063,643565,643289,621453,53.74,0.949,1.771,2.0,1.0,0.0,3.0,6.0,69,8,Slider,5,6,5,6,6,8,8,6,Strategic,Standard,57.0,0.805,1.559,,,3.434,-1.559,106.3,-1,-1,0.195,0.195,23,34,24,35,1,3,2.0,0.0,3.0,1.0,3.29,-0.72,0.72,30.4
SL,2021-05-04,86.7,-2.02,5.49,"Doval, Camilo",453568,666808,,ball,,,,,13.0,Charlie Blackmon homers (2) on a fly ball to right field.    Ryan McMahon scores.    Sam Hilliard scores.,R,L,R,COL,SF,B,,,2,2,2021,0.63,-0.13,-1.29,2.27,641857.0,,656541.0,2,7,Bot,,,,,,,0.4654415591831822,-126.47669829662894,-1.384909436977671,6.798763549069337,21.285346127783487,-33.51787570202022,3.58,1.71,,,,87.7,2476.0,6.4,634254,592200,474832,527038,446334,543063,643565,643289,621453,54.13,,,,,,,,69,7,Slider,5,6,5,6,6,5,5,6,Strategic,Standard,52.0,0.0,0.035,,,,-0.035,,-1,-1,0.195,0.195,23,34,24,35,1,3,2.0,0.0,3.0,1.0,3.1,-0.63,0.63,30.3
